scitovanie;4100;1;1
scitovanie;44500;1;50
scitovanie;128800;50;1
scitovanie;2177200;50;50
nasobenie;1900;1;1;1;1;1;1
nasobenie;31100;1;1;1;50;50;1
nasobenie;2039200;50;50;50;1;1;50
nasobenie;70958700;50;50;50;50;50;50
