ukaz;400;10;3427
vloz;1300;11;7905
vyber;700;10;7074
vloz;1700;11;4366
vyber;700;10;2377
ukaz;400;10;4076
ukaz;400;10;3496
ukaz;500;10;7292
vloz;1400;11;3101
vloz;2100;12;8561
ukaz;400;12;8660
ukaz;400;12;2203
vyber;800;11;8126
ukaz;400;11;7766
ukaz;400;11;2728
vyber;700;10;6653
vloz;1400;11;253
ukaz;400;11;1085
vyber;3000;10;1275
ukaz;400;10;7954
vloz;1900;11;8797
ukaz;400;11;8842
ukaz;400;11;7748
vloz;1400;12;6004
vyber;800;11;9449
vloz;1400;12;6259
ukaz;400;12;3399
vyber;700;11;4299
ukaz;400;11;4983
vloz;2000;12;9716
vloz;1300;13;2637
ukaz;400;13;1075
vloz;1400;14;2462
vyber;700;13;962
vloz;2000;14;7148
vyber;700;13;6239
ukaz;400;13;6334
vyber;800;12;8555
ukaz;400;12;6394
ukaz;500;12;2414
vloz;1400;13;8663
ukaz;400;13;6022
vyber;600;12;9462
vyber;800;11;3282
vyber;700;10;3687
vloz;1300;11;6249
vloz;1400;12;1979
ukaz;500;12;3972
vloz;1400;13;1044
vyber;900;12;6624
vloz;2000;13;7689
vloz;2000;14;5676
ukaz;500;14;1854
vloz;1900;15;5357
vyber;700;14;513
vyber;700;13;7456
vyber;700;12;8392
vyber;700;11;1729
ukaz;600;11;9108
ukaz;400;11;1981
ukaz;400;11;1272
ukaz;400;11;3332
vloz;1400;12;5250
vloz;1900;13;7395
vyber;900;12;1377
vloz;1400;13;296
vloz;1800;14;9264
ukaz;400;14;558
vyber;700;13;3542
ukaz;400;13;9476
vloz;1300;14;782
vyber;700;13;5029
ukaz;400;13;6663
ukaz;400;13;8900
ukaz;400;13;2861
vyber;700;12;4198
vloz;1400;13;313
ukaz;400;13;6472
ukaz;400;13;7444
vyber;700;12;6362
ukaz;400;12;5637
vloz;1300;13;6590
vyber;700;12;6975
vyber;700;11;2358
vloz;1400;12;4751
vyber;700;11;9825
vyber;700;10;1760
vloz;1400;11;2645
vyber;700;10;120
ukaz;400;10;1763
ukaz;500;10;1442
ukaz;400;10;8168
vyber;800;9;580
vyber;700;8;8382
vyber;600;7;90
ukaz;400;7;4589
ukaz;400;7;2941
ukaz;400;7;1780
vyber;700;6;4864
ukaz;400;6;6623
ukaz;400;6;7919
ukaz;400;6;9109
vloz;1300;7;6354
vloz;2500;8;9731
vloz;1800;9;8309
vyber;700;8;2373
vloz;1400;9;1625
vloz;1800;10;7670
vloz;1800;11;2123
ukaz;500;11;5095
vyber;800;10;9673
vyber;800;9;9398
ukaz;500;9;6603
vloz;1700;10;7304
ukaz;400;10;8998
vyber;800;9;1500
vloz;1300;10;213
vloz;1700;11;4280
vyber;700;10;1324
vloz;1300;11;1433
vyber;700;10;4609
vloz;1800;11;5942
ukaz;400;11;4190
vloz;1900;12;6623
vloz;1300;13;1932
vloz;2200;14;3165
vyber;700;13;30
ukaz;400;13;1692
vyber;700;12;2337
ukaz;400;12;5236
ukaz;400;12;3540
vyber;700;11;5138
ukaz;400;11;4737
ukaz;400;11;598
vyber;700;10;3861
vloz;1500;11;539
vloz;2000;12;5477
vyber;1900;11;9507
vloz;2400;12;6221
vloz;1400;13;3267
vyber;700;12;1088
ukaz;600;12;6964
ukaz;400;12;8833
ukaz;400;12;288
vloz;1400;13;2302
vyber;700;12;1113
ukaz;500;12;2785
vyber;700;11;1204
vyber;700;10;9278
vloz;1900;11;9797
vloz;1400;12;1062
ukaz;500;12;5689
vloz;2000;13;4109
ukaz;500;13;8427
ukaz;500;13;2331
vyber;800;12;4379
ukaz;400;12;1576
vyber;800;11;1020
vyber;700;10;9138
vloz;1600;11;88
ukaz;400;11;2650
ukaz;400;11;5386
vyber;700;10;1027
vloz;1400;11;904
vloz;1900;12;6997
vloz;1900;13;2122
vloz;2000;14;2875
vyber;700;13;4122
vloz;2000;14;6594
ukaz;400;14;6076
vloz;2100;15;7441
vloz;2000;16;7028
ukaz;400;16;1217
vyber;800;15;9821
vloz;2000;16;9566
vyber;700;15;9879
vloz;2000;16;8462
ukaz;400;16;9950
vyber;800;15;1278
vloz;2000;16;8210
vyber;700;15;967
vyber;700;14;9969
vloz;1400;15;3323
vloz;1500;16;2014
vloz;2000;17;2587
vyber;700;16;6996
vloz;2000;17;4104
vyber;700;16;1788
vyber;700;15;4384
vloz;1500;16;884
vloz;2000;17;2031
vyber;700;16;7097
ukaz;400;16;5888
vyber;700;15;2313
vloz;1900;16;6740
vloz;1500;17;1174
ukaz;400;17;2289
vyber;700;16;3462
vloz;1900;17;6032
ukaz;500;17;2795
vyber;700;16;1733
vloz;1600;17;749
vyber;700;16;4677
ukaz;400;16;9438
vyber;700;15;5167
vyber;700;14;1680
vloz;1400;15;1229
vloz;2000;16;8591
vyber;700;15;1936
vyber;800;14;7902
vyber;700;13;9361
vloz;1300;14;3465
vyber;700;13;383
ukaz;400;13;3631
ukaz;400;13;6942
vloz;1300;14;1020
vyber;700;13;2532
vyber;700;12;7192
vloz;1400;13;1910
ukaz;400;13;8987
vyber;700;12;5888
vyber;700;11;3806
ukaz;400;11;368
vyber;700;10;7401
ukaz;400;10;1354
ukaz;400;10;2493
vyber;700;9;1812
vloz;1300;10;3580
vloz;20100;11;2719
ukaz;500;11;4301
vyber;700;10;5506
vyber;800;9;9127
vloz;1400;10;7677
vloz;1600;11;3627
vyber;700;10;6226
vyber;700;9;4179
vloz;1400;10;6284
ukaz;400;10;547
vyber;700;9;8729
ukaz;400;9;1014
vyber;800;8;869
vloz;1300;9;1651
vloz;1300;10;1515
vyber;700;9;9828
ukaz;400;9;798
vyber;700;8;3955
vyber;700;7;8374
ukaz;400;7;106
vloz;1400;8;341
vyber;700;7;8741
vyber;700;6;9749
vyber;600;5;3352
vyber;700;4;7289
vyber;700;3;9249
vloz;1200;4;1983
vloz;1600;5;3600
vyber;700;4;8943
ukaz;400;4;5118
vyber;700;3;2017
vloz;1200;4;5355
vyber;700;3;3567
vloz;1100;4;7017
vloz;1100;5;2979
vloz;1800;6;4252
vloz;1100;7;1267
vloz;1700;8;4401
vyber;700;7;2214
vloz;1300;8;422
vloz;1800;9;1094
vloz;1800;10;5246
vloz;2000;11;5592
vyber;700;10;1395
vloz;2000;11;4271
vloz;2000;12;4794
ukaz;400;12;1091
vyber;700;11;3353
vyber;700;10;9536
vyber;700;9;7802
vloz;1400;10;2102
ukaz;400;10;2379
vyber;700;9;8233
vloz;1400;10;854
vyber;800;9;6335
vloz;1800;10;7114
vloz;1400;11;2187
vloz;1300;12;208
ukaz;400;12;2939
ukaz;400;12;9490
ukaz;400;12;4771
vyber;700;11;4754
vyber;700;10;843
vloz;2000;11;4857
vloz;1300;12;574
vyber;700;11;2480
vloz;1300;12;3434
vyber;700;11;1575
vyber;700;10;7877
vyber;700;9;6201
ukaz;400;9;8902
vloz;1800;10;9294
ukaz;400;10;3763
ukaz;500;10;3894
ukaz;500;10;3436
vloz;2000;11;8949
vyber;800;10;7908
vloz;1800;11;4872
vyber;700;10;4994
vloz;1400;11;1334
vloz;1800;12;7829
vloz;2000;13;1913
ukaz;500;13;2549
ukaz;700;13;9737
vyber;800;12;7259
vloz;2000;13;9570
vloz;2000;14;7685
vyber;800;13;7417
vyber;800;12;4080
vyber;800;11;8447
vloz;2200;12;7783
ukaz;500;12;2755
vloz;1600;13;371
vyber;800;12;2713
vloz;1500;13;5
ukaz;400;13;136
vyber;800;12;1298
vloz;1500;13;4162
vloz;1500;14;1917
vloz;2200;15;7580
vloz;2000;16;3011
vyber;900;15;6836
ukaz;500;15;594
vyber;900;14;6243
vloz;2700;15;5469
vloz;2800;16;6536
vloz;2400;17;2942
vyber;1500;16;208
vloz;4400;17;6409
vloz;2800;18;4145
ukaz;900;18;9017
vyber;2500;17;9735
ukaz;1200;17;2590
vloz;10100;18;6783
ukaz;3100;18;8330
ukaz;700;18;3820
vyber;2400;17;2946
vloz;3100;18;31
vyber;1100;17;5595
vyber;1000;16;4884
vyber;1500;15;7392
vloz;5100;16;8856
vloz;7500;17;3614
vloz;5500;18;8902
ukaz;900;18;7755
vyber;4000;17;2444
vyber;2600;16;6887
vyber;3700;15;2976
ukaz;1500;15;6340
vloz;5100;16;5222
ukaz;1100;16;7263
vyber;2900;15;2194
vyber;2800;14;7895
vyber;3400;13;6615
vyber;1000;12;9067
vyber;1300;11;5502
vyber;1000;10;5636
vyber;1000;9;7472
vloz;6700;10;3406
vyber;800;9;3965
ukaz;600;9;9687
vloz;1500;10;6170
ukaz;1500;10;9621
vloz;1900;11;2275
vyber;1100;10;1820
vloz;2000;11;7747
vyber;700;10;9842
vyber;800;9;3252
ukaz;500;9;384
vloz;2200;10;9377
vloz;1600;11;1146
vloz;2000;12;4707
vyber;700;11;4135
vloz;1400;12;343
vyber;900;11;8899
vloz;2500;12;8073
vyber;1000;11;341
vloz;1700;12;5299
vyber;700;11;6700
ukaz;500;11;4771
ukaz;4800;11;8435
vyber;900;10;4947
vyber;1100;9;1206
ukaz;400;9;4868
vloz;1500;10;1889
ukaz;600;10;2488
vloz;1900;11;6710
ukaz;400;11;9142
