scitovanie;20400;1;1
scitovanie;12500;1;50
scitovanie;14500;50;1
scitovanie;622300;50;50
nasobenie;600;1;1;1;1;1;1
nasobenie;20400;1;1;1;50;50;1
nasobenie;727800;50;50;50;1;1;50
nasobenie;19277700;50;50;50;50;50;50
